added_at,submitted_by,name,start_date,start_time,end_date,end_time,location,description,category,organizer,email,phone,price,image,link_1,link_2,link_3,link_4
22/09/2025 09:43,pxopulse+ocr@gmail.com,ARM no seu Concelho,25/9/2025,11:00,25/9/2025,,Auditório da Câmara Municipal,Ação de Sensibilização. 11:00 - Início da ação de sensibilização.,Comunidade & Cultura,ARM,,,Desconhecido,6e3ed32f-d971-4279-826a-d84fb8a63fc1,,,,
27/09/2025 07:29,pxopulse+ocr@gmail.com,Festa da Escola da Vila,3/10/2025,,3/10/2025,,Centro Cultural e de Congressos,Festa da Escola da Vila.,Comunidade & Cultura,Escola da Vila,,,Desconhecido,57fb317b-e909-4a82-9b1c-cb19c53562b7,,,,
27/09/2025 07:30,pxopulse+ocr@gmail.com,DJ SIL no Challenger Club,27/9/2025,01:00,27/9/2025,07:00,Challenger Club,"DJ SIL irá atuar na Discoteca Challenger Club. Das 01:00 às 07:00. Mulheres: entrada livre até às 02:00, depois 5€ com 1 bebida. Homens: entrada até às 02:00: 5€ com 1 bebida, depois 10€ com 2 bebidas. A dançar desde 1989. Seja responsável, beba com moderação.",Música,Challenger Club,,,Pago,6990c3f1-7501-4e0d-a515-99c701e9e470,,,,
27/09/2025 07:31,pxopulse+ocr@gmail.com,Atividades Desportivas,26/10/2025,10:00,26/10/2025,17:00,Praia do Ribeiro Cochino,"10:00 - 12:00: Atividades Desportivas, 15:00 - 17:00: Atividades Desportivas. As atividades destinam-se a todas as idades com oferta de brindes aos participantes.",Desporto,Força Aérea Portuguesa,,,Desconhecido,125c0b8e-c27b-44d7-a154-5b312a6b3dac,,,,
27/09/2025 07:33,pxopulse+ocr@gmail.com,Caminhada Solidária,25/10/2025,10:00,25/10/2025,,Largo da Câmara Municipal,"10:00 - Início da Caminhada Solidária com partida e chegada no Largo da Câmara Municipal. A inscrição é gratuita, mas requer a entrega de bens de primeira necessidade (alimentos não perecíveis e toalhitas de higiene) que serão doados ao Lar de Idosos.",Comunidade & Cultura,Força Aérea Portuguesa e Câmara Municipal do Porto Santo,,,Gratuito,891ba725-c482-4942-8cfd-b608bda0c7b5,,,,
27/09/2025 07:35,pxopulse+ocr@gmail.com,SONARWAVE.AI,5/10/2025,22:30,5/10/2025,,Court Social Club,"Evento com a participação de Daniel Bolba, Fabian Campuzano, Hugo Olim e Nuno Filipe.",Música,ABM Madeira,,,Gratuito,153e8e76-b8e5-4f7a-b33a-f88303c44ab2,,,,
27/09/2025 07:36,pxopulse+ocr@gmail.com,A Arte de Bem receber,4/10/2025,10:00,4/10/2025,12:00,Casa do Povo - N.S. da Piedade,A Formadora Paula Lourenço irá apresentar 'A Arte de Bem receber' das 10h00 às 12h00.,Aprendizagem & Workshops,Casa do Povo - N.S. da Piedade,,,Gratuito,254240f6-56fb-4d8d-8674-a6886e9789d3,,,,
29/09/2025 15:02,pxopulse+ocr@gmail.com,Dia Nacional da Água: Visita à Central Dessalinizadora,1/10/2025,11:00,1/10/2025,,Central Dessalinizadora,11:00 - Visita à Central Dessalinizadora. Inscrições através de reservabiosfera@tm-portosanto.pt ou tel 291980640.,Aprendizagem & Workshops,Município do Porto Santo,,,Desconhecido,517644a7-c805-4fc3-ba69-e9b4716fd52e,,,,
30/09/2025 11:03,pxopulse@gmail.com,EHF Beach Handball Champions Cup,16/10/2025,,19/10/2025,,Praia,"For the fourth consecutive year, the Beach Handball Champions Cup will be contested on the sandy courts of Porto Santo in Portugal, as the 2025 edition takes place on 16-19 October.",Desporto,EHF,,,Gratuito,f3694852-fcf5-405c-aa61-ab4999fa9056,https://www.facebook.com/share/p/1HL7Bsrtu2/,https://www.facebook.com/homeofhandball/,,
04/10/2025 06:48,pxopulse+ocr@gmail.com,Workshop - Atendimento ao Público e Comunicação,4/10/2025,10:00,4/10/2025,12:00,Casa do Povo Nossa Senhora da Piedade,Workshop com Paula Lourenço.,Aprendizagem & Workshops,Casa do Povo Nossa Senhora da Piedade,,,Desconhecido,8e06de73-0dc2-4f30-bbd0-d2678d31292e,,,,
04/10/2025 06:48,pxopulse+ocr@gmail.com,"Apresentação do livro ""O Nascer da Terra""",9/10/2025,14:30,9/10/2025,,Biblioteca Municipal,Apresentação do livro infantil de Anita Martins.,Comunidade & Cultura,Biblioteca Municipal,,,Desconhecido,e67dc4ab-15f5-49a9-a059-91aeeee2dd60,,,,
04/10/2025 06:48,pxopulse+ocr@gmail.com,Workshop sobre Fontes Geográficas de Lixo Marinho,13/10/2025,,16/10/2025,,Hotel Torre Praia,Workshop sobre Fontes Geográficas de Lixo Marinho.,Aprendizagem & Workshops,Reserva da Biosfera e Ambiente,,,Desconhecido,8e06de73-0dc2-4f30-bbd0-d2678d31292e,,,,
04/10/2025 06:48,pxopulse+ocr@gmail.com,Dia Mundial da Alimentação,16/10/2025,,16/10/2025,,Local a definir,"Workshop ""Não desperdiçar para sustentar"".",Aprendizagem & Workshops,Reserva da Biosfera e Ambiente,,,Desconhecido,8e06de73-0dc2-4f30-bbd0-d2678d31292e,,,,
04/10/2025 06:48,pxopulse+ocr@gmail.com,VI Mostra do Pão,17/10/2025,,19/10/2025,,Largo das Palmeiras,Mostra de diversos tipos de confeção de pães típicos.,Comida,Junta de Freguesia do Porto Santo,,,Desconhecido,b364935e-2c2f-4e49-923c-2e01ba8363fb,https://www.facebook.com/share/p/1BnMEYRC89/,,,
04/10/2025 06:48,pxopulse+ocr@gmail.com,À Boca da Noite,24/10/2025,18:30,24/10/2025,,Biblioteca Municipal,"Conversas sobre ""Os meus livros e as ilhas"" com a escritora Lívia Borges.",Comunidade & Cultura,Biblioteca Municipal,,,Desconhecido,561a143b-cd99-49c6-811a-50da9ed28656,,,,
04/10/2025 06:54,pxopulse+ocr@gmail.com,Jantar Rosa,31/10/2025,20:30,31/10/2025,,The Navigator Columbus Hotel,"Este Jantar Rosa, com um custo de 30€, é um evento de angariação de fundos, com parte da verba a reverter a favor do Núcleo Regional da Madeira (NRM) da Liga Portuguesa Contra o Cancro. O evento insere-se na campanha Outubro Rosa, dedicada à prevenção e diagnóstico do cancro da mama. Os bilhetes podem ser adquiridos na Delegação do Porto Santo do NRM da Liga Portuguesa Contra o Cancro e no Parque de Campismo. O código de vestuário sugere uma peça de roupa ou acessório rosa.",Saúde & Bem-Estar,Liga Portuguesa Contra o Cancro - Núcleo Regional da Madeira,,,Pago,3213bc40-151a-413f-b616-f2cdfc6f1364,,,,
06/10/2025 06:58,pxopulse+ocr@gmail.com,Jubileu das Famílias,31/10/2025,19:30,31/10/2025,,Capela da Graça,"19:30 - Terço, Missa, Procissão das Velas, Bênção das Famílias",Comunidade & Cultura,Paróquias do Porto Santo,,,Desconhecido,411d683b-665e-4aaa-ac61-e5676378b8c8,,,,
08/10/2025 19:21,pxopulse+ocr@gmail.com,FABRIZIO REINOLDS,9/10/2025,23:00,10/10/2025,,Court Social Club,"O DJ Fabrizio Reinolds apresenta uma seleção de Jazz, Turkish Disco, Brazilian Soul & House, das 23:00H às 02:00H. Reserva para jantar, fica para dançar. Contacto: 291 982 170.",Música,Court Social Club,,,Desconhecido,897b2833-2d0d-4192-9249-cbb9bbce47ed,,,,
08/10/2025 19:21,pxopulse+ocr@gmail.com,FABRIZIO REINOLDS,10/10/2025,23:00,11/10/2025,,Court Social Club,"O DJ Fabrizio Reinolds apresenta uma seleção de Jazz, Turkish Disco, Brazilian Soul & House, das 23:00H às 02:00H. Reserva para jantar, fica para dançar. Contacto: 291 982 170.",Música,Court Social Club,,,Desconhecido,897b2833-2d0d-4192-9249-cbb9bbce47ed,,,,
08/10/2025 19:21,pxopulse+ocr@gmail.com,FABRIZIO REINOLDS,11/10/2025,23:00,12/10/2025,,Court Social Club,"O DJ Fabrizio Reinolds apresenta uma seleção de Jazz, Turkish Disco, Brazilian Soul & House, das 23:00H às 02:00H. Reserva para jantar, fica para dançar. Contacto: 291 982 170.",Música,Court Social Club,,,Desconhecido,897b2833-2d0d-4192-9249-cbb9bbce47ed,,,,
14/10/2025 07:03,pxopulse+ocr@gmail.com,Evento Solidário,25/10/2025,12:00,25/10/2025,,PUB ZARCO,Barraca com comes e bebes. Ajude-nos a ajudar a Maria Moreira.,Comunidade & Cultura,Finalistas 25/26 - PXU,,,Gratuito,db4e2c4f-4d57-40ad-8090-4143595c0201,https://www.facebook.com/share/p/14PjENQSsYy/,,,
20/10/2025 18:00,pxopulse+ocr@gmail.com,Imersão Sistémica Familiar: Constelações com Cavalos,1/11/2025,,2/11/2025,,Porto Santo,"Uma imersão sistémica familiar com constelações com cavalos, conduzida por Marta Clavel Perestrelo (Terapeuta Familiar Sistémica) e Anderson Sabará (Constelador Sistémico). Vive um fim de semana que transforma profundamente, reconectando-te à tua essência através da força viva da natureza, do movimento sistémico e da sabedoria dos cavalos. Num espaço seguro e profundamente curativo, abre-te à reconexão com as tuas raízes, à consciência ampliada e à expansão interior. As vagas são limitadas.",Saúde & Bem-Estar,Marta Clavel Perestrelo e Anderson Sabará,,,Desconhecido,3fe1b2e9-1992-4470-b44f-a292ccdfc8c3,https://forms.gle/T7LZbQaFhkB59rxd9,,,
21/10/2025 07:37,pxopulse+ocr@gmail.com,RALI Porto Santo Memorial Pedro Paixão,7/11/2025,,8/11/2025,,Porto Santo,Evento de rali.,Desporto,Clube Automobilístico 100 à Hora Madeira,,,Desconhecido,b4987b01-63bc-42e1-81eb-bbeb7df5b1fb,https://www.dnoticias.pt/2025/10/20/467354-mais-de-tres-dezenas-inscritos-no-rali-do-porto-santo/?utm_source=facebook&utm_medium=facebook&fbclid=IwdGRjcANkCSFleHRuA2FlbQIxMQABHh6DyX8KrIcxdgkBY5RfyDsncgxxpVITPbFsuTH52_4SbsmMW6_A6gMiI5d2_aem_H0w48caU5DbitU_ltSZvYA,,,
23/10/2025 20:47,pxopulse+ocr@gmail.com,5.º Aniversário Reserva da Biosfera da Ilha do Porto Santo,28/10/2025,17:00,28/10/2025,,Auditório da CMPS,Sessão Comemorativa,Comunidade & Cultura,Município do Porto Santo,,,Desconhecido,d644a42f-8870-4824-917e-aa558a0892ab,,,,
23/10/2025 20:49,pxopulse+ocr@gmail.com,2025 CMAS World Cup Fotografia e Vídeo Subaquática,26/10/2025,,29/10/2025,,Porto Santo,Campeonato mundial de fotografia e vídeo subaquática. Esta competição decorrerá de 26 a 29 de outubro de 2025.,Desporto,CMAS,,,Desconhecido,09ea9ce7-1df5-4400-83a1-f3cdab04f9a7,https://www.madeiraunderwater.com/,,,
24/10/2025 12:28,pxopulse+ocr@gmail.com,Dia Mundial da 3.ª idade - Almoço-convívio,29/10/2025,13:00,29/10/2025,,Hotel Navigator Columbus,Almoço-convívio para celebrar o Dia Mundial da 3.ª idade. 'É honrar o passado e preparar um futuro melhor'. Inscrições limitadas para pessoas com mais de 65 anos no Serviço Municipal de Intervenção Social até 27 de outubro às 12h30.,Comunidade & Cultura,Município do Porto Santo,,,Desconhecido,4fb808a8-69d9-4ad6-8ac6-28823f5a5a2e,,,,
28/10/2025 19:24,pxopulse+ocr@gmail.com,Festa de São Martinho,14/11/2025,,15/11/2025,,Restaurante Sabores na Brasa no Largo do Sítio do Tanque,"Celebre a Festa de São Martinho com música ao vivo de Marcial, Buzico e sua Banda, Dj Pires e Dj Sousa. Disponível Caldo Verde, Sandes Vinha D'Alhos, Sandes de Gaiado, Espetada Regional, Bacalhau de São Martinho e castanhas assadas.",Comunidade & Cultura,Sabores na Brasa,,,Desconhecido,44a3bb4b-625e-4004-8e68-66cea212c523,,,,
28/10/2025 19:25,pxopulse+ocr@gmail.com,Dia dos Fiéis Defuntos,2/11/2025,11:30,2/11/2025,,"Igreja da Piedade, Capela do Cemitério","Missa na Igreja da Piedade, Capela do Cemitério. Nota: Não haverá missa na Igreja do Espírito Santo.",Comunidade & Cultura,Paróquia do Porto Santo,,,Desconhecido,eaf21932-0211-49de-b975-8bf3aea96736,,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,Aniversário do Grupo de Folclore,1/11/2025,10:00,1/11/2025,,Igreja do Espírito Santo,"Missa na Igreja do Espírito Santo, às 10h00, com animação litúrgica e atuação do Grupo de Folclore.",Comunidade & Cultura,Grupo de Folclore do Porto Santo,,,Desconhecido,dafee609-c7c7-4488-851a-7cc7df083940,,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,Dia Internacional das Reservas da Biosfera,4/11/2025,09:30,4/11/2025,,Pico do Castelo,"Caminhada interpretativa ao Pico do Castelo, às 09h30, com ação de limpeza e plantação de árvores autóctones.",Natureza,Reserva da Biosfera da Ilha do Porto Santo,,,Desconhecido,dafee609-c7c7-4488-851a-7cc7df083940,,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,Rali Porto Santo,7/11/2025,,8/11/2025,,Várias localizações,Campeonato de Rali.,Desporto,Clube Automobilístico 100 à Hora e Câmara Municipal do Porto Santo,,,Desconhecido,dafee609-c7c7-4488-851a-7cc7df083940,,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,"Clube de leitura ""Livros que inspiram""",13/11/2025,18:30,13/11/2025,,Biblioteca Municipal,Clube de leitura 'Livros que inspiram'.,Aprendizagem & Workshops,Biblioteca Municipal do Porto Santo,,,Desconhecido,dafee609-c7c7-4488-851a-7cc7df083940,,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,"Concurso de Natal ""Presépios da nossa Reserva da Biosfera""",17/11/2025,,5/12/2025,,Várias localizações,Concurso 'Presépios da nossa Reserva da Biosfera' - aberto à comunidade.,Comunidade & Cultura,Reserva da Biosfera da Ilha do Porto Santo,,,Desconhecido,0439c0fb-d47b-4154-8897-a1207249f637,https://www.facebook.com/share/p/1GSSgskeA9/,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,Comemoração Dia Nacional do Pijama e Direitos da Criança,20/11/2025,15:00,20/11/2025,,CCC,Apresentação do livro 'Onde está o meu botão?' com a contadora de histórias Natália Bonito.,Comunidade & Cultura,Biblioteca Municipal do Porto Santo,,,Desconhecido,b79bab07-fa9f-41ff-8aa7-56d539301cc6,https://www.facebook.com/share/p/1Bzh2u2uSc/,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,Torneio de Padel - Novembro Azul,22/11/2025,,30/11/2025,,Courts do Hotel Vila Balieira,Torneio de Padel.,Desporto,Delegação Porto Santo do NRM da Liga Portuguesa Contra o Cancro,,,Desconhecido,dafee609-c7c7-4488-851a-7cc7df083940,,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,Semana Europeia da Prevenção de Resíduos,22/11/2025,,30/11/2025,,Várias localizações,"Campanha de sensibilização para a redução do desperdício, com o tema 'Liga o valor, desliga o resíduo'.",Natureza,Direção Regional do Ambiente e Mar,,,Desconhecido,dafee609-c7c7-4488-851a-7cc7df083940,,,,
31/10/2025 16:25,pxopulse+ocr@gmail.com,IV Mostra Canina do Podengo,29/11/2025,16:00,29/11/2025,,Alameda Infante Dom Henrique,Desfile de cães e animação musical.,Comunidade & Cultura,Casa do Povo da Nossa Senhora da Piedade do Porto Santo,,,Desconhecido,dafee609-c7c7-4488-851a-7cc7df083940,,,,
06/11/2025 06:58,pxopulse+ocr@gmail.com,Expo Natal Porto Santo 2025,6/12/2025,18:00,14/12/2025,23:00,Pavilhão Multiusos,"Evento de Natal com animação musical, mostra de vinhos, gastronomia, exposição de automóveis, venda de produtos tradicionais e artigos diversos. Inclui ainda oferta de presentes para crianças e passatempo com prémios.",Comunidade & Cultura,AICTPS,,,Desconhecido,79e2f093-4d37-48ac-97a5-7eb7eb4035e1,,,,
06/11/2025 06:59,pxopulse+ocr@gmail.com,CISET 4X4 Porto Santo,22/11/2025,,23/11/2025,,Vários locais na ilha,"Evento de todo-o-terreno CISET 4X4, um desafio de trial 4x4 e super extreme trial que decorre durante dois dias.",Desporto,CISET 4x4,,,Desconhecido,3ef946a0-5886-4789-8cd2-221bb9be7305,https://extremetrial4x4.com,,,
06/11/2025 07:01,pxopulse+ocr@gmail.com,Gala de apresentação dos finalistas 25/26,8/11/2025,21:00,8/11/2025,,Centro de Congressos,Gala de apresentação dos 8 finalistas para a temporada 25/26. Entrada com preço do bilhete.,Comunidade & Cultura,Desconhecido,,,Pago,00a026f5-826c-42f8-b115-da2189538236,,,,
06/11/2025 07:01,pxopulse+ocr@gmail.com,Market PXO 4ª Edição,30/11/2025,10:00,30/11/2025,18:00,Pavilhão do SCPS,"10:00 - Início do Market PXO. Venda de artigos novos e usados em excelente estado. Insuflável para os mais novos disponível das 10h às 18h. Comida, bebidas e jogos. Sorteio de cabazes. 18:00 - Encerramento do evento.",Comunidade & Cultura,SCPS,,,Desconhecido,df5c82d2-0425-477f-962a-5c3783958468,,,,
10/11/2025 12:10,pxopulse+ocr@gmail.com,Workshoop de Arranjos Florais de Natal,24/11/2025,19:00,26/11/2025,20:30,Casa do Povo da Nossa Senhora da Piedade,Traga o seu material e venha fazer o seu arranjo de Natal com a colaboração de uma profissional. As inscrições devem ser realizadas na Casa do Povo até dia 20 de Novembro. O custo é de 15 Euros para sócios e 20 Euros para não sócios.,Aprendizagem & Workshops,Casa do Povo da Nossa Senhora da Piedade,,,Pago,5067f16e-3634-487a-be93-bb87c5f873e2,https://www.facebook.com/share/p/1DBM7PTx7N/,,,
19/11/2025 17:03,pxopulse+ocr@gmail.com,SWAP Party,24/11/2025,14:00,27/11/2025,18:00,Loja de Juventude,"Participa na SWAP Party, um evento de troca de bens como roupa, acessórios, livros e equipamentos elétricos e eletrónicos (REEE). Promove a sustentabilidade e a prevenção de resíduos, decorrendo durante a Semana Europeia da Prevenção de Resíduos (22-30 de novembro de 2025).",Comunidade & Cultura,"Município do Porto Santo e Secretaria Regional do Turismo, Ambiente e Cultura",,,Desconhecido,42c33450-b903-4663-9a9b-d7219e39634a,https://www.facebook.com/share/p/16QjCTaaPs/,,,
19/11/2025 17:05,pxopulse+ocr@gmail.com,"Apresentação do livro ""As aventuras do Baltasar no Algarve""",3/12/2025,18:30,3/12/2025,,Biblioteca Municipal,"Apresentação do livro infantil ""As aventuras do Baltasar no Algarve"" pela escritora Katarina Lavmel. O evento é uma oportunidade para conhecer a obra e as ilustrações de crianças da Polónia e Portugal.",Comunidade & Cultura,Município do Porto Santo,,,Desconhecido,6ae066be-4917-4a60-91e7-7f443833d116,https://www.facebook.com/share/p/1B83UFAGqM/,,,
20/11/2025 09:45,pxopulse+ocr@gmail.com,Jubileu de Nossa Senhora e Missas do Parto,15/12/2025,06:00,23/12/2025,,Igreja de Nossa Senhora da Piedade,"Celebração do Jubileu de Nossa Senhora, com as tradicionais Missas do Parto a decorrer diariamente de 15 a 23 de dezembro, sempre às 06:00. O tema do evento é 'O Florescer da Esperança'.",Comunidade & Cultura,Peregrinos de Esperança,,,Gratuito,e368bfb9-8def-453d-ad76-ec9c54df91fb,https://www.facebook.com/share/p/1CfNGASPra/,,,
21/11/2025 14:22,pxopulse+ocr@gmail.com,MUDAR A ESCOLA PARA MUDAR O MUNDO,21/11/2025,,21/4/2026,,"PORTA33, ESCOLA","Exposição ou projeto dos artistas Ainhoa González e Carlos Bunga, com o tema 'Mudar a Escola para Mudar o Mundo', no espaço PORTA33 em conjunto com a Escola.",Arte,PORTA33,,,Desconhecido,dd2ae1a1-d6c4-4d0d-bb9e-f4702541c83a,https://www.facebook.com/share/p/17rnj3XJWw/,,,
25/11/2025 21:51,pxopulse+ocr@gmail.com,Festa do Semáforo,29/11/2025,,29/11/2025,,Pub Zarco,"Não percas a festa do semáforo no pub Zarco, onde tudo acontece! Chegas, escolhes a cor e deixas o destino fazer o resto: Vermelho significa 'Namorando', Amarelo significa 'Talvez...', e Verde significa 'Livre'.",Música,"Zarco, Finalistas Porto Santo",,,Pago,dd3b9545-5366-48aa-be24-fc03514466d4,https://www.facebook.com/share/p/1NAwNimvc1/,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,Contos de Natal,9/12/2025,18:30,9/12/2025,,Biblioteca Municipal,Apresentação de Contos de Natal.,Comunidade & Cultura,Câmara Municipal do Porto Santo,,,Desconhecido,d923bfce-e82e-48e2-9067-d438151928c6,,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,Concerto de Natal,13/12/2025,20:00,13/12/2025,,Igreja Matriz,Atuação do Coro Infantojuvenil e Coro do Centro Comunitário.,Música,Junta de Freguesia do Porto Santo,,,Desconhecido,79c77404-cbac-4dcc-bd06-d9070acb2707,,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,Autos de Natal,15/12/2025,14:30,15/12/2025,,Praça do Município,Autos de Natal das Escolas do 1º. Ciclo.,Comunidade & Cultura,Câmara Municipal do Porto Santo,,,Desconhecido,76b5a803-4376-4624-9cbf-c9af2a76cc88,,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,Exposição de Presépios,15/12/2025,,15/1/2026,,Hall de entrada da CMPS,"Exposição ""Presépios da nossa Reserva da Biosfera"".",Arte,Câmara Municipal do Porto Santo,,,Desconhecido,76b5a803-4376-4624-9cbf-c9af2a76cc88,,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,Oficina de Natal,16/12/2025,15:00,16/12/2025,17:00,Biblioteca Municipal,Atividades para crianças.,Aprendizagem & Workshops,Biblioteca Municipal do Porto Santo,,,Desconhecido,a3b20dcd-882a-4af9-afe3-1917f321ecfd,,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,Mercadinho de Natal,18/12/2025,20:00,20/12/2025,,Centro da Cidade,"Animação musical, produtos tradicionais, artesanato, comes e bebes.",Comunidade & Cultura,Câmara Municipal do Porto Santo,,,Desconhecido,76b5a803-4376-4624-9cbf-c9af2a76cc88,,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,XIII Volta à Cidade,19/12/2025,19:30,19/12/2025,,Largo das Palmeiras,Corrida Eduardo Faustino.,Desporto,BRSym e CMPS,,,Desconhecido,76b5a803-4376-4624-9cbf-c9af2a76cc88,,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,Jantar de Natal dos Universitários e Finalistas,27/12/2025,,27/12/2025,,Local a confirmar,Jantar de Natal para estudantes universitários e finalistas do Porto Santo. Inscrição necessária.,Comida,Câmara Municipal do Porto Santo,,,Desconhecido,76b5a803-4376-4624-9cbf-c9af2a76cc88,,,,
03/12/2025 08:40,pxopulse+ocr@gmail.com,Espetáculo de Fim de Ano,31/12/2025,23:00,31/12/2025,,Centro da Cidade,"Animação musical a partir das 23h00, seguida de fogo de artifício.",Música,Câmara Municipal do Porto Santo,,,Desconhecido,76b5a803-4376-4624-9cbf-c9af2a76cc88,,,,
12/12/2025 07:52,pxopulse+ocr@gmail.com,Atuação de Barbie Dinis,12/12/2025,21:00,12/12/2025,,Expo Natal,Próxima atuação de Barbie Dinis na Expo Natal.,Música,Expo Natal,,,Desconhecido,c1f063fd-b223-4ef6-87a7-543924ee6e0f,,,,
14/12/2025 21:57,pxopulse+ocr@gmail.com,Concerto de Natal - Igreja Matriz,13/12/2025,20:00,13/12/2025,,Igreja Matriz,Atuação do Coro do Centro Comunitário e Coro Infantojuvenil num concerto de Natal.,Música,Município de Porto Santo,,,Desconhecido,f4c21849-c586-40c6-a791-d45bda86e7fe,,,,
14/12/2025 21:57,pxopulse+ocr@gmail.com,Autos de Natal - Escolas do 1.º Ciclo,15/12/2025,14:30,15/12/2025,,Praça do Município,Apresentação dos Autos de Natal pelas Escolas do 1.º Ciclo.,Comunidade & Cultura,Município de Porto Santo,,,Desconhecido,f4c21849-c586-40c6-a791-d45bda86e7fe,15/12/2025 21:57,pxopulse+ocr@gmail.com,Autos de Natal - Escolas do 1.º Ciclo,16/12/2025
14/12/2025 21:57,pxopulse+ocr@gmail.com,Oficina de Natal,16/12/2025,15:00,16/12/2025,,Biblioteca Municipal,Participa numa oficina temática de Natal.,Aprendizagem & Workshops,Município de Porto Santo,,,Desconhecido,f4c21849-c586-40c6-a791-d45bda86e7fe,15/12/2025 21:57,pxopulse+ocr@gmail.com,Oficina de Natal,17/12/2025
14/12/2025 21:57,pxopulse+ocr@gmail.com,Noite de Música de Natal,18/12/2025,21:00,18/12/2025,,Não especificado,"21:00 - Atuação de Nicole Reynolds & Breno Laureano, 22:30 - Atuação da Lux Band.",Música,Município de Porto Santo,,,Desconhecido,f4c21849-c586-40c6-a791-d45bda86e7fe,15/12/2025 21:57,pxopulse+ocr@gmail.com,Noite de Música de Natal,19/12/2025
14/12/2025 21:57,pxopulse+ocr@gmail.com,Noite de Cantares de Natal,19/12/2025,21:30,19/12/2025,,Não especificado,"21:30 - Atuação dos Amigos do Cantar, 23:00 - Atuação dos D'Repente.",Música,Município de Porto Santo,,,Desconhecido,f4c21849-c586-40c6-a791-d45bda86e7fe,15/12/2025 21:57,pxopulse+ocr@gmail.com,Noite de Cantares de Natal,20/12/2025
14/12/2025 21:57,pxopulse+ocr@gmail.com,Noite Musical de Natal,20/12/2025,21:30,20/12/2025,,Não especificado,"21:30 - Atuação de Paulo Melim, 23:00 - Atuação da Kontraband.",Música,Município de Porto Santo,,,Desconhecido,f4c21849-c586-40c6-a791-d45bda86e7fe,15/12/2025 21:57,pxopulse+ocr@gmail.com,Noite Musical de Natal,21/12/2025
14/12/2025 21:57,pxopulse+ocr@gmail.com,Passagem de Ano,31/12/2025,23:15,1/1/2026,,Não especificado,"23:15 - Atuação de Sónia Soares, 01:00 - Atuação de DJ Michael.",Música,Município de Porto Santo,,,Desconhecido,f4c21849-c586-40c6-a791-d45bda86e7fe,15/12/2025 21:57,pxopulse+ocr@gmail.com,Passagem de Ano,1/1/2026
14/12/2025 21:58,pxopulse+ocr@gmail.com,Missa do Parto - Jubileu de Nossa Senhora,15/12/2025,06:00,23/12/2025,,"Igreja da Piedade, Igreja do Espírito Santo","Missa do Parto no âmbito do Jubileu de Nossa Senhora: O Florescer da Esperança, com celebração, convívio e animação.",Comunidade & Cultura,Paróquias do Porto Santo,,,Gratuito,31a0793e-4cdf-4490-b9e3-df0887098a7c,15/12/2025 21:58,pxopulse+ocr@gmail.com,Missa do Parto - Jubileu de Nossa Senhora,16/12/2025
